Win,Loss,Team,Data,,
77,31,NYG,"[8, 25, 1904]",,
43,70,BSN,"[8, 26, 1904]",,
31,80,PHI,"[8, 26, 1904]",,
43,71,BSN,"[8, 27, 1904]",,
43,72,BSN,"[8, 28, 1904]",,
32,81,PHI,"[8, 28, 1904]",,
43,73,BSN,"[8, 29, 1904]",,
82,32,NYG,"[8, 30, 1904]",,
44,73,BSN,"[8, 30, 1904]",,
84,32,NYG,"[8, 31, 1904]",,
44,74,BSN,"[8, 31, 1904]",,
85,32,NYG,"[9, 3, 1904]",,
44,75,BSN,"[9, 3, 1904]",,
34,84,PHI,"[9, 3, 1904]",,
87,32,NYG,"[9, 5, 1904]",,
44,77,BSN,"[9, 5, 1904]",,
35,85,PHI,"[9, 5, 1904]",,
88,32,NYG,"[9, 6, 1904]",,
35,86,PHI,"[9, 7, 1904]",,
91,33,NYG,"[9, 9, 1904]",,
36,88,PHI,"[9, 9, 1904]",,
36,90,PHI,"[9, 10, 1904]",,
74,50,PIT,"[9, 11, 1904]",,
46,82,BSN,"[9, 12, 1904]",,
46,81,BRO,"[9, 13, 1904]",,
39,93,PHI,"[9, 15, 1904]",,
48,84,BRO,"[9, 16, 1904]",,
99,35,NYG,"[9, 17, 1904]",,
41,93,PHI,"[9, 17, 1904]",,
46,88,BSN,"[9, 19, 1904]",,
50,85,BRO,"[9, 20, 1904]",,
46,89,BSN,"[9, 20, 1904]",,
99,37,NYG,"[9, 21, 1904]",,
50,87,BRO,"[9, 21, 1904]",,
100,38,NYG,"[9, 22, 1904]",,
45,94,PHI,"[9, 22, 1904]",,
100,39,NYG,"[9, 23, 1904]",,
53,87,BRO,"[9, 23, 1904]",,
48,91,BSN,"[9, 23, 1904]",,
46,94,PHI,"[9, 23, 1904]",,
101,39,NYG,"[9, 24, 1904]",,
68,71,STL,"[9, 24, 1904]",,
47,95,PHI,"[9, 24, 1904]",,
103,39,NYG,"[9, 26, 1904]",,
80,58,PIT,"[9, 26, 1904]",,
104,39,NYG,"[9, 27, 1904]",,
80,59,PIT,"[9, 27, 1904]",,
53,92,BRO,"[9, 27, 1904]",,
47,96,PHI,"[9, 27, 1904]",,
104,40,NYG,"[9, 28, 1904]",,
86,57,CHC,"[9, 28, 1904]",,
70,71,STL,"[9, 28, 1904]",,
53,93,BRO,"[9, 28, 1904]",,
52,93,BSN,"[9, 28, 1904]",,
47,97,PHI,"[9, 28, 1904]",,
104,41,NYG,"[9, 29, 1904]",,
87,57,CHC,"[9, 29, 1904]",,
53,94,BRO,"[9, 29, 1904]",,
48,98,PHI,"[9, 29, 1904]",,
104,43,NYG,"[9, 30, 1904]",,
89,57,CHC,"[9, 30, 1904]",,
80,63,PIT,"[9, 30, 1904]",,
54,93,BSN,"[9, 30, 1904]",,
54,94,BRO,"[9, 30, 1904]",,
104,45,NYG,"[10, 1, 1904]",,
89,58,CHC,"[10, 1, 1904]",,
55,93,BSN,"[10, 1, 1904]",,
49,99,PHI,"[10, 1, 1904]",,
105,45,NYG,"[10, 3, 1904]",,
84,64,CIN,"[10, 3, 1904]",,
55,94,BSN,"[10, 3, 1904]",,
56,96,BRO,"[10, 3, 1904]",,
50,100,PHI,"[10, 3, 1904]",,
105,47,NYG,"[10, 4, 1904]",,
55,95,BSN,"[10, 4, 1904]",,
92,58,CHC,"[10, 5, 1904]",,
55,96,BSN,"[10, 5, 1904]",,
75,75,STL,"[10, 6, 1904]",,
92,59,CHC,"[10, 7, 1904]",,
106,47,NYG,"[10, 8, 1904]",,
86,66,PIT,"[10, 8, 1904]",,
56,97,BRO,"[10, 8, 1904]",,
55,98,BSN,"[10, 8, 1904]",,
52,100,PHI,"[10, 8, 1904]",,
93,60,CHC,"[10, 9, 1904]",,
88,65,CIN,"[10, 9, 1904]",,
75,79,STL,"[10, 9, 1904]",,
36,12,NYG,"[6, 10, 1905]",,
17,42,BRO,"[6, 23, 1905]",,
17,44,BRO,"[6, 24, 1905]",,
18,49,BRO,"[7, 1, 1905]",,
61,25,NYG,"[7, 24, 1905]",,
62,25,NYG,"[7, 25, 1905]",,
46,46,CIN,"[7, 30, 1905]",,
69,25,NYG,"[8, 2, 1905]",,
30,69,BRO,"[8, 10, 1905]",,
33,72,BRO,"[8, 16, 1905]",,
41,69,STL,"[8, 17, 1905]",,
76,31,NYG,"[8, 18, 1905]",,
33,74,BRO,"[8, 18, 1905]",,
42,70,STL,"[8, 19, 1905]",,
42,71,STL,"[8, 21, 1905]",,
44,71,STL,"[8, 23, 1905]",,
37,79,BRO,"[8, 28, 1905]",,
39,83,BSN,"[8, 30, 1905]",,
79,43,PIT,"[8, 31, 1905]",,
46,76,STL,"[8, 31, 1905]",,
46,77,STL,"[9, 1, 1905]",,
46,78,STL,"[9, 2, 1905]",,
37,83,BRO,"[9, 5, 1905]",,
88,35,NYG,"[9, 8, 1905]",,
89,36,NYG,"[9, 9, 1905]",,
63,65,CIN,"[9, 9, 1905]",,
38,87,BRO,"[9, 9, 1905]",,
64,65,CIN,"[9, 10, 1905]",,
39,88,BRO,"[9, 12, 1905]",,
94,37,NYG,"[9, 16, 1905]",,
95,38,NYG,"[9, 19, 1905]",,
96,39,NYG,"[9, 20, 1905]",,
79,58,CHC,"[9, 20, 1905]",,
46,91,BSN,"[9, 20, 1905]",,
39,94,BRO,"[9, 20, 1905]",,
96,40,NYG,"[9, 22, 1905]",,
92,48,PIT,"[9, 22, 1905]",,
47,91,BSN,"[9, 22, 1905]",,
39,95,BRO,"[9, 22, 1905]",,
96,41,NYG,"[9, 23, 1905]",,
92,49,PIT,"[9, 23, 1905]",,
81,58,CHC,"[9, 23, 1905]",,
47,92,BSN,"[9, 23, 1905]",,
39,96,BRO,"[9, 23, 1905]",,
96,42,NYG,"[9, 24, 1905]",,
82,58,CHC,"[9, 24, 1905]",,
47,93,BSN,"[9, 24, 1905]",,
39,98,BRO,"[9, 24, 1905]",,
97,42,NYG,"[9, 25, 1905]",,
83,59,CHC,"[9, 25, 1905]",,
72,69,CIN,"[9, 25, 1905]",,
40,99,BRO,"[9, 25, 1905]",,
98,42,NYG,"[9, 26, 1905]",,
92,51,PIT,"[9, 26, 1905]",,
83,60,CHC,"[9, 26, 1905]",,
55,86,STL,"[9, 26, 1905]",,
41,99,BRO,"[9, 26, 1905]",,
99,42,NYG,"[9, 27, 1905]",,
92,52,PIT,"[9, 27, 1905]",,
84,60,CHC,"[9, 27, 1905]",,
78,63,PHI,"[9, 27, 1905]",,
48,96,BSN,"[9, 27, 1905]",,
41,100,BRO,"[9, 27, 1905]",,
99,43,NYG,"[9, 28, 1905]",,
93,52,PIT,"[9, 28, 1905]",,
56,87,STL,"[9, 28, 1905]",,
48,97,BSN,"[9, 28, 1905]",,
41,101,BRO,"[9, 28, 1905]",,
101,43,NYG,"[9, 29, 1905]",,
74,71,CIN,"[9, 29, 1905]",,
56,89,STL,"[9, 29, 1905]",,
102,43,NYG,"[9, 30, 1905]",,
94,52,PIT,"[9, 30, 1905]",,
85,61,CHC,"[9, 30, 1905]",,
56,90,STL,"[9, 30, 1905]",,
49,97,BSN,"[9, 30, 1905]",,
41,102,BRO,"[9, 30, 1905]",,
103,44,NYG,"[10, 1, 1905]",,
87,61,CHC,"[10, 1, 1905]",,
57,91,STL,"[10, 1, 1905]",,
42,103,BRO,"[10, 1, 1905]",,
88,61,CHC,"[10, 2, 1905]",,
103,45,NYG,"[10, 3, 1905]",,
57,93,STL,"[10, 3, 1905]",,
44,103,BRO,"[10, 3, 1905]",,
104,46,NYG,"[10, 5, 1905]",,
50,101,BSN,"[10, 5, 1905]",,
46,103,BRO,"[10, 5, 1905]",,
104,47,NYG,"[10, 6, 1905]",,
96,54,PIT,"[10, 6, 1905]",,
89,61,CHC,"[10, 6, 1905]",,
50,102,BSN,"[10, 6, 1905]",,
47,103,BRO,"[10, 6, 1905]",,
105,48,NYG,"[10, 7, 1905]",,
96,55,PIT,"[10, 7, 1905]",,
90,61,CHC,"[10, 7, 1905]",,
83,69,PHI,"[10, 7, 1905]",,
77,74,CIN,"[10, 7, 1905]",,
58,94,STL,"[10, 7, 1905]",,
51,103,BSN,"[10, 7, 1905]",,
48,104,BRO,"[10, 7, 1905]",,
96,57,PIT,"[10, 8, 1905]",,
92,61,CHC,"[10, 8, 1905]",,
79,74,CIN,"[10, 8, 1905]",,
58,96,STL,"[10, 8, 1905]",,
59,24,CHC,"[7, 17, 1906]",,
79,30,CHC,"[8, 18, 1906]",,
80,31,CHC,"[8, 20, 1906]",,
81,31,CHC,"[8, 21, 1906]",,
70,38,NYG,"[8, 21, 1906]",,
82,31,CHC,"[8, 22, 1906]",,
41,72,STL,"[8, 22, 1906]",,
83,31,CHC,"[8, 23, 1906]",,
42,72,STL,"[8, 23, 1906]",,
86,31,CHC,"[8, 25, 1906]",,
44,72,STL,"[8, 25, 1906]",,
45,73,STL,"[8, 27, 1906]",,
90,31,CHC,"[8, 29, 1906]",,
45,74,STL,"[8, 29, 1906]",,
91,31,CHC,"[8, 30, 1906]",,
45,75,STL,"[8, 30, 1906]",,
92,31,CHC,"[8, 31, 1906]",,
45,76,STL,"[8, 31, 1906]",,
93,31,CHC,"[9, 1, 1906]",,
45,77,STL,"[9, 1, 1906]",,
93,32,CHC,"[9, 2, 1906]",,
78,43,PIT,"[9, 2, 1906]",,
95,32,CHC,"[9, 3, 1906]",,
96,32,CHC,"[9, 4, 1906]",,
97,32,CHC,"[9, 6, 1906]",,
98,32,CHC,"[9, 7, 1906]",,
82,43,NYG,"[9, 7, 1906]",,
41,88,BSN,"[9, 7, 1906]",,
99,32,CHC,"[9, 8, 1906]",,
100,32,CHC,"[9, 9, 1906]",,
42,90,BSN,"[9, 11, 1906]",,
81,49,PIT,"[9, 12, 1906]",,
101,32,CHC,"[9, 13, 1906]",,
102,32,CHC,"[9, 14, 1906]",,
48,86,STL,"[9, 14, 1906]",,
104,32,CHC,"[9, 15, 1906]",,
58,78,CIN,"[9, 15, 1906]",,
48,88,STL,"[9, 15, 1906]",,
42,94,BSN,"[9, 15, 1906]",,
105,32,CHC,"[9, 16, 1906]",,
83,51,PIT,"[9, 16, 1906]",,
59,78,CIN,"[9, 16, 1906]",,
48,89,STL,"[9, 16, 1906]",,
105,33,CHC,"[9, 18, 1906]",,
60,79,CIN,"[9, 18, 1906]",,
56,79,BRO,"[9, 18, 1906]",,
106,33,CHC,"[9, 19, 1906]",,
88,49,NYG,"[9, 19, 1906]",,
61,80,CIN,"[9, 19, 1906]",,
43,95,BSN,"[9, 19, 1906]",,
106,34,CHC,"[9, 20, 1906]",,
89,50,NYG,"[9, 20, 1906]",,
62,80,CIN,"[9, 20, 1906]",,
50,91,STL,"[9, 20, 1906]",,
107,34,CHC,"[9, 21, 1906]",,
89,51,NYG,"[9, 21, 1906]",,
85,54,PIT,"[9, 21, 1906]",,
63,80,CIN,"[9, 21, 1906]",,
58,81,BRO,"[9, 21, 1906]",,
50,92,STL,"[9, 21, 1906]",,
45,95,BSN,"[9, 21, 1906]",,
63,81,CIN,"[9, 22, 1906]",,
109,34,CHC,"[9, 24, 1906]",,
87,54,PIT,"[9, 24, 1906]",,
67,75,PHI,"[9, 24, 1906]",,
63,82,CIN,"[9, 24, 1906]",,
59,81,BRO,"[9, 24, 1906]",,
110,34,CHC,"[9, 25, 1906]",,
63,83,CIN,"[9, 25, 1906]",,
59,82,BRO,"[9, 25, 1906]",,
46,97,BSN,"[9, 25, 1906]",,
111,34,CHC,"[9, 26, 1906]",,
68,77,PHI,"[9, 26, 1906]",,
63,84,CIN,"[9, 26, 1906]",,
59,83,BRO,"[9, 26, 1906]",,
111,35,CHC,"[9, 27, 1906]",,
69,77,PHI,"[9, 27, 1906]",,
60,83,BRO,"[9, 27, 1906]",,
112,35,CHC,"[9, 28, 1906]",,
64,84,CIN,"[9, 28, 1906]",,
113,36,CHC,"[9, 29, 1906]",,
93,54,NYG,"[9, 29, 1906]",,
64,85,CIN,"[9, 29, 1906]",,
62,85,BRO,"[9, 29, 1906]",,
47,99,BSN,"[9, 29, 1906]",,
115,36,CHC,"[10, 1, 1906]",,
95,54,NYG,"[10, 1, 1906]",,
64,86,CIN,"[10, 1, 1906]",,
48,99,BSN,"[10, 1, 1906]",,
63,86,BRO,"[10, 2, 1906]",,
95,55,NYG,"[10, 3, 1906]",,
71,81,PHI,"[10, 3, 1906]",,
48,100,BSN,"[10, 3, 1906]",,
116,36,CHC,"[10, 4, 1906]",,
71,82,PHI,"[10, 4, 1906]",,
66,86,BRO,"[10, 4, 1906]",,
48,102,BSN,"[10, 4, 1906]",,
96,56,NYG,"[10, 5, 1906]",,
49,102,BSN,"[10, 5, 1906]",,
64,87,CIN,"[10, 7, 1906]",,
26,6,CHC,"[5, 25, 1907]",,
35,9,CHC,"[6, 9, 1907]",,
38,10,CHC,"[6, 15, 1907]",,
38,11,CHC,"[6, 16, 1907]",,
39,11,CHC,"[6, 17, 1907]",,
47,12,CHC,"[6, 26, 1907]",,
47,15,CHC,"[6, 29, 1907]",,
47,16,CHC,"[6, 30, 1907]",,
49,16,CHC,"[7, 2, 1907]",,
50,16,CHC,"[7, 3, 1907]",,
16,53,STL,"[7, 3, 1907]",,
52,16,CHC,"[7, 4, 1907]",,
16,55,STL,"[7, 4, 1907]",,
16,56,STL,"[7, 5, 1907]",,
53,17,CHC,"[7, 6, 1907]",,
16,57,STL,"[7, 6, 1907]",,
54,17,CHC,"[7, 8, 1907]",,
17,57,STL,"[7, 8, 1907]",,
55,17,CHC,"[7, 9, 1907]",,
55,18,CHC,"[7, 10, 1907]",,
55,19,CHC,"[7, 11, 1907]",,
56,19,CHC,"[7, 12, 1907]",,
18,61,STL,"[7, 13, 1907]",,
57,20,CHC,"[7, 15, 1907]",,
19,62,STL,"[7, 15, 1907]",,
58,20,CHC,"[7, 16, 1907]",,
59,20,CHC,"[7, 17, 1907]",,
61,21,CHC,"[7, 20, 1907]",,
62,21,CHC,"[7, 22, 1907]",,
19,69,STL,"[7, 22, 1907]",,
62,22,CHC,"[7, 23, 1907]",,
63,22,CHC,"[7, 25, 1907]",,
64,24,CHC,"[7, 28, 1907]",,
21,71,STL,"[7, 28, 1907]",,
65,24,CHC,"[7, 29, 1907]",,
21,72,STL,"[7, 29, 1907]",,
21,73,STL,"[7, 30, 1907]",,
21,75,STL,"[7, 31, 1907]",,
22,75,STL,"[8, 1, 1907]",,
22,76,STL,"[8, 2, 1907]",,
40,53,CIN,"[8, 3, 1907]",,
22,77,STL,"[8, 3, 1907]",,
23,77,STL,"[8, 4, 1907]",,
71,25,CHC,"[8, 5, 1907]",,
23,78,STL,"[8, 5, 1907]",,
72,25,CHC,"[8, 6, 1907]",,
73,27,CHC,"[8, 9, 1907]",,
73,28,CHC,"[8, 10, 1907]",,
75,28,CHC,"[8, 11, 1907]",,
28,78,STL,"[8, 11, 1907]",,
76,28,CHC,"[8, 13, 1907]",,
76,29,CHC,"[8, 14, 1907]",,
77,29,CHC,"[8, 15, 1907]",,
78,29,CHC,"[8, 16, 1907]",,
79,29,CHC,"[8, 17, 1907]",,
80,30,CHC,"[8, 20, 1907]",,
34,80,STL,"[8, 20, 1907]",,
34,81,STL,"[8, 22, 1907]",,
34,82,STL,"[8, 23, 1907]",,
35,83,STL,"[8, 24, 1907]",,
84,31,CHC,"[8, 26, 1907]",,
41,71,BSN,"[8, 26, 1907]",,
35,84,STL,"[8, 27, 1907]",,
42,73,BSN,"[8, 29, 1907]",,
43,75,BSN,"[8, 31, 1907]",,
38,86,STL,"[9, 2, 1907]",,
91,35,CHC,"[9, 4, 1907]",,
38,88,STL,"[9, 4, 1907]",,
91,36,CHC,"[9, 5, 1907]",,
40,91,STL,"[9, 8, 1907]",,
94,38,CHC,"[9, 12, 1907]",,
40,92,STL,"[9, 13, 1907]",,
96,38,CHC,"[9, 14, 1907]",,
40,93,STL,"[9, 14, 1907]",,
97,38,CHC,"[9, 15, 1907]",,
40,94,STL,"[9, 15, 1907]",,
41,95,STL,"[9, 16, 1907]",,
41,96,STL,"[9, 17, 1907]",,
98,38,CHC,"[9, 18, 1907]",,
98,39,CHC,"[9, 19, 1907]",,
41,97,STL,"[9, 20, 1907]",,
99,39,CHC,"[9, 21, 1907]",,
63,76,BRO,"[9, 21, 1907]",,
42,97,STL,"[9, 21, 1907]",,
100,40,CHC,"[9, 22, 1907]",,
58,82,CIN,"[9, 22, 1907]",,
43,97,STL,"[9, 22, 1907]",,
101,40,CHC,"[9, 23, 1907]",,
63,77,BRO,"[9, 23, 1907]",,
44,97,STL,"[9, 23, 1907]",,
60,82,CIN,"[9, 24, 1907]",,
44,98,STL,"[9, 24, 1907]",,
102,41,CHC,"[9, 25, 1907]",,
81,63,NYG,"[9, 25, 1907]",,
64,78,BRO,"[9, 25, 1907]",,
54,86,BSN,"[9, 25, 1907]",,
54,87,BSN,"[9, 26, 1907]",,
55,88,BSN,"[9, 28, 1907]",,
102,42,CHC,"[9, 29, 1907]",,
103,42,CHC,"[9, 30, 1907]",,
88,57,PIT,"[9, 30, 1907]",,
62,84,CIN,"[9, 30, 1907]",,
104,42,CHC,"[10, 1, 1907]",,
82,67,NYG,"[10, 1, 1907]",,
65,80,BRO,"[10, 1, 1907]",,
105,42,CHC,"[10, 2, 1907]",,
88,59,PIT,"[10, 2, 1907]",,
88,60,PIT,"[10, 3, 1907]",,
106,42,CHC,"[10, 4, 1907]",,
82,69,NYG,"[10, 4, 1907]",,
65,81,BRO,"[10, 4, 1907]",,
49,100,STL,"[10, 4, 1907]",,
106,44,CHC,"[10, 5, 1907]",,
90,62,PIT,"[10, 5, 1907]",,
83,64,PHI,"[10, 5, 1907]",,
82,71,NYG,"[10, 5, 1907]",,
65,83,BRO,"[10, 5, 1907]",,
65,86,CIN,"[10, 5, 1907]",,
107,45,CHC,"[10, 6, 1907]",,
91,63,PIT,"[10, 6, 1907]",,
66,87,CIN,"[10, 6, 1907]",,
52,101,STL,"[10, 6, 1907]",,
23,39,BRO,"[7, 1, 1908]",,
66,42,PIT,"[8, 22, 1908]",,
56,56,CIN,"[8, 23, 1908]",,
41,70,STL,"[8, 24, 1908]",,
42,74,STL,"[8, 31, 1908]",,
71,48,CHC,"[9, 1, 1908]",,
43,74,STL,"[9, 1, 1908]",,
58,63,CIN,"[9, 2, 1908]",,
58,64,CIN,"[9, 3, 1908]",,
43,76,BRO,"[9, 3, 1908]",,
43,77,STL,"[9, 3, 1908]",,
77,46,NYG,"[9, 8, 1908]",,
80,49,PIT,"[9, 9, 1908]",,
62,69,CIN,"[9, 11, 1908]",,
82,51,CHC,"[9, 12, 1908]",,
64,70,CIN,"[9, 15, 1908]",,
87,46,NYG,"[9, 18, 1908]",,
47,88,BRO,"[9, 18, 1908]",,
47,90,BRO,"[9, 19, 1908]",,
67,73,CIN,"[9, 22, 1908]",,
74,64,PHI,"[9, 23, 1908]",,
88,50,NYG,"[9, 24, 1908]",,
61,83,BSN,"[9, 25, 1908]",,
48,94,BRO,"[9, 25, 1908]",,
90,52,NYG,"[9, 26, 1908]",,
71,77,CIN,"[9, 27, 1908]",,
49,98,STL,"[9, 27, 1908]",,
91,52,NYG,"[9, 28, 1908]",,
77,66,PHI,"[9, 28, 1908]",,
94,54,CHC,"[9, 29, 1908]",,
78,67,PHI,"[9, 29, 1908]",,
71,78,CIN,"[9, 29, 1908]",,
93,53,NYG,"[9, 30, 1908]",,
78,68,PHI,"[9, 30, 1908]",,
72,78,CIN,"[9, 30, 1908]",,
63,85,BSN,"[9, 30, 1908]",,
49,101,STL,"[9, 30, 1908]",,
79,69,PHI,"[10, 1, 1908]",,
72,79,CIN,"[10, 1, 1908]",,
97,55,PIT,"[10, 2, 1908]",,
79,70,PHI,"[10, 2, 1908]",,
72,80,CIN,"[10, 2, 1908]",,
51,98,BRO,"[10, 2, 1908]",,
49,103,STL,"[10, 2, 1908]",,
98,55,PIT,"[10, 3, 1908]",,
80,70,PHI,"[10, 3, 1908]",,
72,81,CIN,"[10, 3, 1908]",,
49,104,STL,"[10, 3, 1908]",,
98,56,PIT,"[10, 4, 1908]",,
73,81,CIN,"[10, 4, 1908]",,
49,105,STL,"[10, 4, 1908]",,
81,71,PHI,"[10, 5, 1908]",,
53,99,BRO,"[10, 5, 1908]",,
63,90,BSN,"[10, 6, 1908]",,
53,100,BRO,"[10, 6, 1908]",,
83,71,PHI,"[10, 7, 1908]",,
63,91,BSN,"[10, 7, 1908]",,
53,101,BRO,"[10, 7, 1908]",,
99,55,CHC,"[10, 8, 1908]",,
43,14,PIT,"[6, 27, 1909]",,
17,43,BSN,"[7, 2, 1909]",,
66,26,PIT,"[8, 4, 1909]",,
66,27,PIT,"[8, 5, 1909]",,
67,27,PIT,"[8, 6, 1909]",,
71,27,PIT,"[8, 10, 1909]",,
72,27,PIT,"[8, 11, 1909]",,
74,28,PIT,"[8, 13, 1909]",,
74,29,PIT,"[8, 14, 1909]",,
75,29,PIT,"[8, 17, 1909]",,
28,82,BSN,"[8, 21, 1909]",,
28,83,BSN,"[8, 23, 1909]",,
29,83,BSN,"[8, 24, 1909]",,
30,83,BSN,"[8, 25, 1909]",,
83,32,PIT,"[8, 27, 1909]",,
86,32,PIT,"[8, 30, 1909]",,
88,33,PIT,"[9, 2, 1909]",,
57,64,PHI,"[9, 2, 1909]",,
58,66,PHI,"[9, 4, 1909]",,
47,75,STL,"[9, 5, 1909]",,
92,36,PIT,"[9, 9, 1909]",,
93,36,PIT,"[9, 10, 1909]",,
88,41,CHC,"[9, 10, 1909]",,
94,36,PIT,"[9, 11, 1909]",,
89,41,CHC,"[9, 11, 1909]",,
46,83,BRO,"[9, 11, 1909]",,
36,93,BSN,"[9, 11, 1909]",,
95,36,PIT,"[9, 12, 1909]",,
90,41,CHC,"[9, 12, 1909]",,
47,82,STL,"[9, 12, 1909]",,
96,36,PIT,"[9, 13, 1909]",,
90,42,CHC,"[9, 13, 1909]",,
47,83,STL,"[9, 13, 1909]",,
37,93,BSN,"[9, 13, 1909]",,
47,84,BRO,"[9, 14, 1909]",,
97,36,PIT,"[9, 15, 1909]",,
98,36,PIT,"[9, 16, 1909]",,
99,36,PIT,"[9, 17, 1909]",,
100,36,PIT,"[9, 18, 1909]",,
104,36,PIT,"[9, 22, 1909]",,
39,99,BSN,"[9, 22, 1909]",,
105,36,PIT,"[9, 24, 1909]",,
94,46,CHC,"[9, 24, 1909]",,
39,100,BSN,"[9, 24, 1909]",,
106,36,PIT,"[9, 25, 1909]",,
95,46,CHC,"[9, 25, 1909]",,
49,90,BRO,"[9, 25, 1909]",,
39,101,BSN,"[9, 25, 1909]",,
96,46,CHC,"[9, 26, 1909]",,
39,102,BSN,"[9, 26, 1909]",,
107,37,PIT,"[9, 27, 1909]",,
86,56,NYG,"[9, 27, 1909]",,
69,74,PHI,"[9, 27, 1909]",,
107,38,PIT,"[9, 28, 1909]",,
97,47,CHC,"[9, 28, 1909]",,
74,73,CIN,"[9, 28, 1909]",,
51,93,BRO,"[9, 28, 1909]",,
40,103,BSN,"[9, 28, 1909]",,
107,39,PIT,"[9, 29, 1909]",,
51,92,STL,"[9, 29, 1909]",,
40,104,BSN,"[9, 29, 1909]",,
108,40,PIT,"[9, 30, 1909]",,
41,104,BSN,"[9, 30, 1909]",,
108,41,PIT,"[10, 2, 1909]",,
100,47,CHC,"[10, 2, 1909]",,
89,59,NYG,"[10, 2, 1909]",,
76,74,CIN,"[10, 2, 1909]",,
52,94,STL,"[10, 2, 1909]",,
52,95,BRO,"[10, 2, 1909]",,
42,105,BSN,"[10, 2, 1909]",,
109,41,PIT,"[10, 3, 1909]",,
77,75,CIN,"[10, 3, 1909]",,
53,95,STL,"[10, 3, 1909]",,
109,42,PIT,"[10, 4, 1909]",,
101,48,CHC,"[10, 4, 1909]",,
53,96,BRO,"[10, 4, 1909]",,
43,106,BSN,"[10, 4, 1909]",,
111,42,PIT,"[10, 5, 1909]",,
102,49,CHC,"[10, 5, 1909]",,
77,77,CIN,"[10, 5, 1909]",,
54,96,STL,"[10, 5, 1909]",,
53,97,BRO,"[10, 5, 1909]",,
44,106,BSN,"[10, 5, 1909]",,
104,49,CHC,"[10, 6, 1909]",,
74,78,PHI,"[10, 6, 1909]",,
44,108,BSN,"[10, 6, 1909]",,
74,79,PHI,"[10, 7, 1909]",,
45,108,BSN,"[10, 7, 1909]",,
66,33,CHC,"[8, 13, 1910]",,
42,67,STL,"[8, 20, 1910]",,
76,35,CHC,"[8, 25, 1910]",,
44,70,STL,"[8, 25, 1910]",,
77,35,CHC,"[8, 26, 1910]",,
82,38,CHC,"[9, 6, 1910]",,
84,39,CHC,"[9, 10, 1910]",,
45,86,BSN,"[9, 10, 1910]",,
86,40,CHC,"[9, 14, 1910]",,
87,40,CHC,"[9, 15, 1910]",,
45,88,BSN,"[9, 15, 1910]",,
88,40,CHC,"[9, 16, 1910]",,
78,56,PIT,"[9, 16, 1910]",,
68,66,PHI,"[9, 16, 1910]",,
70,67,PHI,"[9, 20, 1910]",,
81,57,PIT,"[9, 22, 1910]",,
55,83,BRO,"[9, 22, 1910]",,
55,84,BRO,"[9, 23, 1910]",,
56,85,BRO,"[9, 24, 1910]",,
82,60,PIT,"[9, 26, 1910]",,
58,85,BRO,"[9, 26, 1910]",,
82,61,PIT,"[9, 27, 1910]",,
59,85,BRO,"[9, 27, 1910]",,
84,59,NYG,"[9, 28, 1910]",,
60,85,BRO,"[9, 28, 1910]",,
94,47,CHC,"[9, 29, 1910]",,
83,62,PIT,"[9, 29, 1910]",,
60,86,BRO,"[9, 29, 1910]",,
50,95,BSN,"[9, 29, 1910]",,
86,59,NYG,"[9, 30, 1910]",,
87,59,NYG,"[10, 1, 1910]",,
84,62,PIT,"[10, 1, 1910]",,
85,62,PIT,"[10, 2, 1910]",,
96,48,CHC,"[10, 3, 1910]",,
59,86,STL,"[10, 3, 1910]",,
97,48,CHC,"[10, 4, 1910]",,
86,63,PIT,"[10, 4, 1910]",,
98,48,CHC,"[10, 6, 1910]",,
90,59,NYG,"[10, 6, 1910]",,
86,64,PIT,"[10, 6, 1910]",,
75,74,PHI,"[10, 6, 1910]",,
62,88,BRO,"[10, 6, 1910]",,
64,88,BRO,"[10, 8, 1910]",,
86,67,PIT,"[10, 9, 1910]",,
61,87,STL,"[10, 9, 1910]",,
101,49,CHC,"[10, 10, 1910]",,
78,75,PHI,"[10, 11, 1910]",,
103,49,CHC,"[10, 12, 1910]",,
64,90,BRO,"[10, 12, 1910]",,
62,89,STL,"[10, 12, 1910]",,
103,50,CHC,"[10, 13, 1910]",,
104,50,CHC,"[10, 15, 1910]",,
14,49,BSN,"[6, 28, 1911]",,
14,50,BSN,"[6, 29, 1911]",,
16,54,BSN,"[7, 5, 1911]",,
18,58,BSN,"[7, 13, 1911]",,
20,62,BSN,"[7, 19, 1911]",,
20,64,BSN,"[7, 20, 1911]",,
20,65,BSN,"[7, 21, 1911]",,
20,66,BSN,"[7, 22, 1911]",,
20,73,BSN,"[7, 31, 1911]",,
21,74,BSN,"[8, 2, 1911]",,
22,78,BSN,"[8, 8, 1911]",,
22,79,BSN,"[8, 9, 1911]",,
23,79,BSN,"[8, 11, 1911]",,
24,80,BSN,"[8, 12, 1911]",,
25,80,BSN,"[8, 14, 1911]",,
25,81,BSN,"[8, 16, 1911]",,
27,81,BSN,"[8, 18, 1911]",,
27,85,BSN,"[8, 23, 1911]",,
28,85,BSN,"[8, 24, 1911]",,
29,86,BSN,"[8, 26, 1911]",,
31,89,BSN,"[9, 1, 1911]",,
75,44,NYG,"[9, 2, 1911]",,
32,90,BSN,"[9, 2, 1911]",,
50,73,BRO,"[9, 7, 1911]",,
33,93,BSN,"[9, 7, 1911]",,
33,95,BSN,"[9, 12, 1911]",,
