Win,Loss,Team,Data,,
15,41,CIN,"[10, 5, 1877]",,
28,32,STL,"[10, 6, 1877]",,
15,42,CIN,"[10, 6, 1877]",,
5,0,CIN,"[5, 9, 1878]",,
0,4,IND,"[5, 9, 1878]",,
6,0,CIN,"[5, 11, 1878]",,
5,3,BSN,"[5, 25, 1878]",,
7,7,IND,"[5, 30, 1878]",,
5,7,PRO,"[6, 4, 1878]",,
12,5,CIN,"[6, 6, 1878]",,
8,9,CHC,"[6, 6, 1878]",,
13,5,CIN,"[6, 13, 1878]",,
6,13,MLG,"[6, 13, 1878]",,
14,5,CIN,"[6, 14, 1878]",,
15,5,CIN,"[6, 15, 1878]",,
10,10,CHC,"[6, 15, 1878]",,
6,14,MLG,"[6, 15, 1878]",,
15,6,CIN,"[6, 17, 1878]",,
7,14,MLG,"[6, 18, 1878]",,
7,16,MLG,"[6, 22, 1878]",,
12,12,CHC,"[6, 25, 1878]",,
7,17,MLG,"[6, 25, 1878]",,
14,6,BSN,"[6, 27, 1878]",,
13,12,CHC,"[6, 27, 1878]",,
11,13,IND,"[6, 27, 1878]",,
7,18,MLG,"[6, 27, 1878]",,
12,13,IND,"[6, 28, 1878]",,
13,13,IND,"[6, 29, 1878]",,
14,13,CHC,"[7, 2, 1878]",,
7,19,MLG,"[7, 2, 1878]",,
16,7,BSN,"[7, 4, 1878]",,
15,13,CHC,"[7, 4, 1878]",,
13,15,IND,"[7, 5, 1878]",,
17,7,BSN,"[7, 6, 1878]",,
7,21,MLG,"[7, 6, 1878]",,
18,7,BSN,"[7, 9, 1878]",,
14,16,IND,"[7, 9, 1878]",,
7,22,MLG,"[7, 9, 1878]",,
19,7,BSN,"[7, 11, 1878]",,
14,17,IND,"[7, 11, 1878]",,
7,23,MLG,"[7, 12, 1878]",,
20,7,BSN,"[7, 13, 1878]",,
7,24,MLG,"[7, 13, 1878]",,
7,25,MLG,"[7, 15, 1878]",,
20,8,BSN,"[7, 16, 1878]",,
21,13,CHC,"[7, 16, 1878]",,
7,26,MLG,"[7, 16, 1878]",,
22,13,CHC,"[7, 17, 1878]",,
7,27,MLG,"[7, 17, 1878]",,
20,9,BSN,"[7, 18, 1878]",,
21,9,BSN,"[7, 20, 1878]",,
21,14,CIN,"[7, 20, 1878]",,
22,9,BSN,"[7, 22, 1878]",,
23,9,BSN,"[7, 23, 1878]",,
14,22,IND,"[7, 23, 1878]",,
7,28,MLG,"[7, 23, 1878]",,
23,14,CHC,"[7, 25, 1878]",,
15,16,PRO,"[7, 25, 1878]",,
16,16,PRO,"[7, 26, 1878]",,
24,10,BSN,"[7, 27, 1878]",,
23,15,CHC,"[7, 27, 1878]",,
16,17,PRO,"[7, 27, 1878]",,
9,29,MLG,"[7, 27, 1878]",,
24,15,CHC,"[7, 29, 1878]",,
9,30,MLG,"[7, 29, 1878]",,
25,15,CHC,"[7, 30, 1878]",,
26,15,CHC,"[7, 31, 1878]",,
22,18,CIN,"[7, 31, 1878]",,
16,25,IND,"[7, 31, 1878]",,
9,31,MLG,"[7, 31, 1878]",,
9,32,MLG,"[8, 1, 1878]",,
18,17,PRO,"[8, 2, 1878]",,
28,10,BSN,"[8, 3, 1878]",,
18,18,PRO,"[8, 3, 1878]",,
19,18,PRO,"[8, 7, 1878]",,
16,26,IND,"[8, 7, 1878]",,
29,10,BSN,"[8, 8, 1878]",,
26,16,CHC,"[8, 8, 1878]",,
30,10,BSN,"[8, 9, 1878]",,
21,18,PRO,"[8, 9, 1878]",,
16,28,IND,"[8, 9, 1878]",,
31,10,BSN,"[8, 10, 1878]",,
26,18,CHC,"[8, 10, 1878]",,
17,28,IND,"[8, 10, 1878]",,
26,19,CHC,"[8, 12, 1878]",,
31,11,BSN,"[8, 13, 1878]",,
18,28,IND,"[8, 13, 1878]",,
10,35,MLG,"[8, 13, 1878]",,
32,11,BSN,"[8, 14, 1878]",,
18,29,IND,"[8, 14, 1878]",,
11,35,MLG,"[8, 14, 1878]",,
11,36,MLG,"[8, 15, 1878]",,
32,12,BSN,"[8, 17, 1878]",,
19,29,IND,"[8, 17, 1878]",,
33,12,BSN,"[8, 21, 1878]",,
28,20,CHC,"[8, 21, 1878]",,
11,38,MLG,"[8, 21, 1878]",,
33,13,BSN,"[8, 22, 1878]",,
23,21,PRO,"[8, 22, 1878]",,
34,13,BSN,"[8, 24, 1878]",,
29,22,CIN,"[8, 24, 1878]",,
12,39,MLG,"[8, 24, 1878]",,
35,13,BSN,"[8, 27, 1878]",,
25,22,PRO,"[8, 27, 1878]",,
21,31,IND,"[8, 28, 1878]",,
12,40,MLG,"[8, 28, 1878]",,
36,13,BSN,"[8, 29, 1878]",,
21,32,IND,"[8, 29, 1878]",,
37,13,BSN,"[8, 31, 1878]",,
28,25,CHC,"[8, 31, 1878]",,
22,32,IND,"[8, 31, 1878]",,
25,24,PRO,"[9, 2, 1878]",,
37,14,BSN,"[9, 3, 1878]",,
28,26,CHC,"[9, 3, 1878]",,
27,24,PRO,"[9, 4, 1878]",,
28,27,CHC,"[9, 4, 1878]",,
28,28,CHC,"[9, 5, 1878]",,
22,33,IND,"[9, 6, 1878]",,
14,41,MLG,"[9, 6, 1878]",,
37,16,BSN,"[9, 7, 1878]",,
35,22,CIN,"[9, 7, 1878]",,
29,28,CHC,"[9, 7, 1878]",,
23,33,IND,"[9, 7, 1878]",,
24,33,IND,"[9, 9, 1878]",,
29,25,PRO,"[9, 10, 1878]",,
36,22,CIN,"[9, 11, 1878]",,
29,29,CHC,"[9, 11, 1878]",,
24,34,IND,"[9, 11, 1878]",,
39,16,BSN,"[9, 12, 1878]",,
36,23,CIN,"[9, 12, 1878]",,
30,25,PRO,"[9, 12, 1878]",,
30,29,CHC,"[9, 12, 1878]",,
24,35,IND,"[9, 12, 1878]",,
40,16,BSN,"[9, 13, 1878]",,
24,36,IND,"[9, 13, 1878]",,
37,23,CIN,"[9, 14, 1878]",,
30,26,PRO,"[9, 14, 1878]",,
30,30,CHC,"[9, 14, 1878]",,
15,45,MLG,"[9, 14, 1878]",,
41,16,BSN,"[9, 26, 1878]",,
30,27,PRO,"[9, 26, 1878]",,
41,17,BSN,"[9, 27, 1878]",,
32,27,PRO,"[9, 28, 1878]",,
41,19,BSN,"[9, 30, 1878]",,
33,27,PRO,"[9, 30, 1878]",,
0,5,SYR,"[5, 8, 1879]",TRO,"[5, 8, 1879]"
0,6,TRO,"[5, 10, 1879]",,
0,7,TRO,"[5, 13, 1879]",,
1,8,TRO,"[5, 17, 1879]",,
7,3,BSN,"[5, 20, 1879]",,
10,1,CHC,"[5, 22, 1879]",,
2,9,TRO,"[5, 22, 1879]",,
11,1,CHC,"[5, 24, 1879]",,
12,1,CHC,"[5, 28, 1879]",,
6,7,BUF,"[5, 28, 1879]",CIN,"[5, 28, 1879]"
2,10,CLV,"[5, 28, 1879]",,
13,1,CHC,"[5, 30, 1879]",,
14,1,CHC,"[5, 31, 1879]",,
7,8,BSN,"[5, 31, 1879]",,
4,11,TRO,"[5, 31, 1879]",,
8,8,SYR,"[6, 4, 1879]",,
15,1,CHC,"[6, 5, 1879]",,
4,12,CLV,"[6, 5, 1879]",TRO,"[6, 5, 1879]"
15,2,CHC,"[6, 6, 1879]",,
16,2,CHC,"[6, 7, 1879]",,
10,9,BSN,"[6, 10, 1879]",,
17,2,CHC,"[6, 11, 1879]",,
18,2,CHC,"[6, 12, 1879]",,
8,12,BUF,"[6, 12, 1879]",,
14,8,PRO,"[6, 17, 1879]",,
20,3,CHC,"[6, 19, 1879]",,
11,12,BUF,"[6, 19, 1879]",SYR,"[6, 19, 1879]"
9,14,CIN,"[6, 19, 1879]",,
6,16,CLV,"[6, 19, 1879]",TRO,"[6, 19, 1879]"
6,17,TRO,"[6, 20, 1879]",,
21,3,CHC,"[6, 21, 1879]",,
16,8,PRO,"[6, 21, 1879]",,
17,8,PRO,"[6, 24, 1879]",,
18,8,PRO,"[6, 25, 1879]",,
18,9,PRO,"[6, 26, 1879]",,
9,17,TRO,"[6, 26, 1879]",,
19,9,PRO,"[6, 27, 1879]",,
15,14,BSN,"[6, 28, 1879]",,
8,19,CLV,"[6, 30, 1879]",,
20,10,PRO,"[7, 1, 1879]",,
23,6,CHC,"[7, 2, 1879]",,
13,16,CIN,"[7, 2, 1879]",,
13,17,SYR,"[7, 2, 1879]",,
23,7,CHC,"[7, 4, 1879]",,
21,10,PRO,"[7, 4, 1879]",,
9,21,CLV,"[7, 4, 1879]",,
22,10,PRO,"[7, 5, 1879]",,
9,22,CLV,"[7, 5, 1879]",,
22,11,PRO,"[7, 7, 1879]",,
11,21,TRO,"[7, 7, 1879]",,
18,15,BUF,"[7, 8, 1879]",,
15,17,CIN,"[7, 8, 1879]",,
9,23,CLV,"[7, 8, 1879]",,
23,11,PRO,"[7, 10, 1879]",,
9,24,CLV,"[7, 10, 1879]",,
15,18,CIN,"[7, 11, 1879]",,
27,8,CHC,"[7, 12, 1879]",,
24,11,PRO,"[7, 12, 1879]",,
16,18,CIN,"[7, 12, 1879]",,
11,23,TRO,"[7, 12, 1879]",,
9,25,CLV,"[7, 12, 1879]",,
10,25,CLV,"[7, 14, 1879]",,
28,8,CHC,"[7, 15, 1879]",,
20,16,BUF,"[7, 15, 1879]",,
29,8,CHC,"[7, 16, 1879]",,
20,17,BUF,"[7, 16, 1879]",,
20,18,BSN,"[7, 16, 1879]",,
12,25,CLV,"[7, 16, 1879]",,
30,8,CHC,"[7, 17, 1879]",,
25,14,PRO,"[7, 17, 1879]",,
12,26,CLV,"[7, 17, 1879]",,
30,9,CHC,"[7, 19, 1879]",,
13,26,CLV,"[7, 19, 1879]",,
13,27,CLV,"[7, 21, 1879]",,
31,9,CHC,"[7, 22, 1879]",,
13,28,CLV,"[7, 23, 1879]",,
13,29,CLV,"[7, 24, 1879]",,
12,28,TRO,"[7, 24, 1879]",,
32,10,CHC,"[7, 25, 1879]",,
20,21,CIN,"[7, 25, 1879]",,
24,18,BUF,"[7, 26, 1879]",,
21,21,CIN,"[7, 26, 1879]",,
17,25,SYR,"[7, 26, 1879]",,
25,18,BUF,"[7, 28, 1879]",,
22,21,CIN,"[7, 28, 1879]",,
17,26,SYR,"[7, 28, 1879]",,
14,29,CLV,"[7, 28, 1879]",,
12,29,TRO,"[7, 28, 1879]",,
17,27,SYR,"[7, 29, 1879]",,
28,18,PRO,"[7, 30, 1879]",,
22,22,CIN,"[7, 30, 1879]",,
14,30,CLV,"[7, 30, 1879]",,
12,30,TRO,"[7, 30, 1879]",,
34,12,CHC,"[7, 31, 1879]",,
29,18,PRO,"[7, 31, 1879]",,
22,23,CIN,"[7, 31, 1879]",,
17,29,SYR,"[7, 31, 1879]",,
14,31,CLV,"[7, 31, 1879]",,
12,31,TRO,"[7, 31, 1879]",,
35,12,CHC,"[8, 2, 1879]",,
30,18,PRO,"[8, 2, 1879]",,
22,24,CIN,"[8, 2, 1879]",,
17,30,SYR,"[8, 2, 1879]",,
14,32,CLV,"[8, 2, 1879]",,
12,32,TRO,"[8, 2, 1879]",,
31,18,PRO,"[8, 5, 1879]",,
29,20,BSN,"[8, 5, 1879]",,
17,31,SYR,"[8, 5, 1879]",,
12,33,TRO,"[8, 5, 1879]",,
35,14,CHC,"[8, 6, 1879]",,
32,18,PRO,"[8, 6, 1879]",,
30,20,BSN,"[8, 6, 1879]",,
17,32,SYR,"[8, 6, 1879]",,
36,14,CHC,"[8, 7, 1879]",,
33,18,PRO,"[8, 7, 1879]",,
30,19,BUF,"[8, 7, 1879]",,
18,32,SYR,"[8, 7, 1879]",,
36,15,CHC,"[8, 9, 1879]",,
31,21,BSN,"[8, 9, 1879]",,
23,24,CIN,"[8, 9, 1879]",,
18,33,SYR,"[8, 9, 1879]",,
15,32,CLV,"[8, 9, 1879]",,
12,36,TRO,"[8, 9, 1879]",,
36,16,CHC,"[8, 11, 1879]",,
31,20,BUF,"[8, 11, 1879]",,
32,21,BSN,"[8, 11, 1879]",,
24,24,CIN,"[8, 11, 1879]",,
18,34,SYR,"[8, 11, 1879]",,
15,33,CLV,"[8, 11, 1879]",,
32,20,BUF,"[8, 12, 1879]",,
33,21,BSN,"[8, 12, 1879]",,
18,35,SYR,"[8, 12, 1879]",,
15,34,CLV,"[8, 12, 1879]",,
37,19,PRO,"[8, 14, 1879]",,
19,35,SYR,"[8, 14, 1879]",,
15,35,CLV,"[8, 14, 1879]",,
33,20,BUF,"[8, 15, 1879]",,
25,25,CIN,"[8, 15, 1879]",,
19,36,SYR,"[8, 15, 1879]",,
16,35,CLV,"[8, 15, 1879]",,
17,35,CLV,"[8, 18, 1879]",,
39,19,PRO,"[8, 19, 1879]",,
37,20,CHC,"[8, 19, 1879]",,
34,20,BUF,"[8, 19, 1879]",,
19,37,SYR,"[8, 19, 1879]",,
17,36,CLV,"[8, 19, 1879]",,
40,19,PRO,"[8, 20, 1879]",,
34,21,BUF,"[8, 20, 1879]",,
27,25,CIN,"[8, 20, 1879]",,
19,38,SYR,"[8, 20, 1879]",,
17,37,CLV,"[8, 20, 1879]",,
40,20,PRO,"[8, 21, 1879]",,
39,20,CHC,"[8, 21, 1879]",,
37,22,BSN,"[8, 21, 1879]",,
27,26,CIN,"[8, 21, 1879]",,
20,38,SYR,"[8, 21, 1879]",,
18,37,CLV,"[8, 21, 1879]",,
13,43,TRO,"[8, 21, 1879]",,
38,22,BSN,"[8, 22, 1879]",,
20,39,SYR,"[8, 22, 1879]",,
18,38,CLV,"[8, 22, 1879]",,
41,20,PRO,"[8, 23, 1879]",,
39,22,BSN,"[8, 23, 1879]",,
20,40,SYR,"[8, 23, 1879]",,
18,39,CLV,"[8, 23, 1879]",,
13,44,TRO,"[8, 23, 1879]",,
42,20,PRO,"[8, 25, 1879]",,
19,39,CLV,"[8, 25, 1879]",,
13,45,TRO,"[8, 25, 1879]",,
43,20,PRO,"[8, 26, 1879]",,
40,22,BSN,"[8, 26, 1879]",,
20,41,SYR,"[8, 26, 1879]",,
19,40,CLV,"[8, 26, 1879]",,
13,46,TRO,"[8, 26, 1879]",,
41,22,BSN,"[8, 27, 1879]",,
29,27,CIN,"[8, 27, 1879]",,
20,42,SYR,"[8, 27, 1879]",,
44,20,PRO,"[8, 28, 1879]",,
42,22,BSN,"[8, 28, 1879]",,
20,43,SYR,"[8, 28, 1879]",,
13,47,TRO,"[8, 28, 1879]",,
43,22,BSN,"[8, 29, 1879]",,
30,28,CIN,"[8, 29, 1879]",,
21,43,SYR,"[8, 29, 1879]",,
13,48,TRO,"[8, 29, 1879]",,
43,23,BSN,"[8, 30, 1879]",,
21,41,CLV,"[8, 30, 1879]",,
21,44,SYR,"[8, 30, 1879]",,
14,48,TRO,"[8, 30, 1879]",,
31,29,CIN,"[9, 1, 1879]",,
21,42,CLV,"[9, 1, 1879]",,
43,24,BSN,"[9, 3, 1879]",,
36,25,BUF,"[9, 3, 1879]",,
15,48,TRO,"[9, 3, 1879]",,
32,29,CIN,"[9, 4, 1879]",,
22,43,CLV,"[9, 4, 1879]",,
21,45,SYR,"[9, 4, 1879]",,
15,49,TRO,"[9, 4, 1879]",,
44,24,BSN,"[9, 5, 1879]",,
33,29,CIN,"[9, 5, 1879]",,
23,43,CLV,"[9, 5, 1879]",,
21,46,SYR,"[9, 5, 1879]",,
15,50,TRO,"[9, 5, 1879]",,
48,21,PRO,"[9, 6, 1879]",,
45,24,BSN,"[9, 6, 1879]",,
36,27,BUF,"[9, 6, 1879]",,
34,29,CIN,"[9, 6, 1879]",,
23,44,CLV,"[9, 6, 1879]",,
21,47,SYR,"[9, 6, 1879]",,
16,50,TRO,"[9, 6, 1879]",,
49,21,PRO,"[9, 8, 1879]",,
46,24,BSN,"[9, 8, 1879]",,
43,25,CHC,"[9, 8, 1879]",,
36,28,BUF,"[9, 8, 1879]",,
35,29,CIN,"[9, 8, 1879]",,
16,51,TRO,"[9, 8, 1879]",,
49,22,PRO,"[9, 9, 1879]",,
47,24,BSN,"[9, 9, 1879]",,
43,26,CHC,"[9, 9, 1879]",,
37,28,BUF,"[9, 9, 1879]",,
24,44,CLV,"[9, 9, 1879]",,
21,48,SYR,"[9, 9, 1879]",,
50,22,PRO,"[9, 10, 1879]",,
48,24,BSN,"[9, 10, 1879]",,
43,27,CHC,"[9, 10, 1879]",,
37,29,BUF,"[9, 10, 1879]",,
35,30,CIN,"[9, 10, 1879]",,
24,45,CLV,"[9, 10, 1879]",,
22,48,SYR,"[9, 10, 1879]",,
17,51,TRO,"[9, 10, 1879]",,
36,30,CIN,"[9, 11, 1879]",,
17,52,TRO,"[9, 11, 1879]",,
51,22,PRO,"[9, 12, 1879]",,
49,24,BSN,"[9, 12, 1879]",,
38,29,BUF,"[9, 12, 1879]",,
36,31,CIN,"[9, 12, 1879]",,
24,46,CLV,"[9, 12, 1879]",,
17,53,TRO,"[9, 12, 1879]",,
51,23,PRO,"[9, 13, 1879]",,
49,25,BSN,"[9, 13, 1879]",,
37,31,CIN,"[9, 13, 1879]",,
25,46,CLV,"[9, 13, 1879]",,
17,54,TRO,"[9, 13, 1879]",,
52,23,PRO,"[9, 15, 1879]",,
49,26,BSN,"[9, 15, 1879]",,
40,29,BUF,"[9, 15, 1879]",,
38,31,CIN,"[9, 15, 1879]",,
25,47,CLV,"[9, 15, 1879]",,
17,55,TRO,"[9, 15, 1879]",,
41,29,BUF,"[9, 16, 1879]",,
17,56,TRO,"[9, 16, 1879]",,
53,23,PRO,"[9, 17, 1879]",,
50,26,BSN,"[9, 17, 1879]",,
43,28,CHC,"[9, 17, 1879]",,
38,32,CIN,"[9, 17, 1879]",,
25,48,CLV,"[9, 17, 1879]",,
18,56,TRO,"[9, 17, 1879]",,
54,23,PRO,"[9, 18, 1879]",,
38,33,CIN,"[9, 18, 1879]",,
55,23,PRO,"[9, 19, 1879]",,
51,26,BSN,"[9, 19, 1879]",,
38,34,CIN,"[9, 19, 1879]",,
25,49,CLV,"[9, 19, 1879]",,
52,26,BSN,"[9, 20, 1879]",,
43,29,CHC,"[9, 20, 1879]",,
25,50,CLV,"[9, 20, 1879]",,
19,56,TRO,"[9, 20, 1879]",,
42,29,BUF,"[9, 22, 1879]",,
38,35,CIN,"[9, 22, 1879]",,
55,24,PRO,"[9, 23, 1879]",,
53,26,BSN,"[9, 23, 1879]",,
43,30,CHC,"[9, 23, 1879]",,
38,36,CIN,"[9, 23, 1879]",,
26,50,CLV,"[9, 23, 1879]",,
44,30,CHC,"[9, 24, 1879]",,
39,36,CIN,"[9, 24, 1879]",,
26,51,CLV,"[9, 24, 1879]",,
56,24,PRO,"[9, 25, 1879]",,
53,27,BSN,"[9, 25, 1879]",,
45,30,CHC,"[9, 25, 1879]",,
43,31,BUF,"[9, 25, 1879]",,
40,36,CIN,"[9, 25, 1879]",,
26,52,CLV,"[9, 25, 1879]",,
57,24,PRO,"[9, 26, 1879]",,
53,28,BSN,"[9, 26, 1879]",,
46,30,CHC,"[9, 26, 1879]",,
43,32,BUF,"[9, 26, 1879]",,
41,36,CIN,"[9, 26, 1879]",,
26,53,CLV,"[9, 26, 1879]",,
57,25,PRO,"[9, 27, 1879]",,
54,28,BSN,"[9, 27, 1879]",,
46,31,CHC,"[9, 27, 1879]",,
44,32,BUF,"[9, 27, 1879]",,
42,36,CIN,"[9, 27, 1879]",,
26,54,CLV,"[9, 27, 1879]",,
58,25,PRO,"[9, 29, 1879]",,
54,29,BSN,"[9, 29, 1879]",,
46,32,CHC,"[9, 29, 1879]",,
45,32,BUF,"[9, 29, 1879]",,
43,36,CIN,"[9, 29, 1879]",,
26,55,CLV,"[9, 29, 1879]",,
59,25,PRO,"[9, 30, 1879]",,
54,30,BSN,"[9, 30, 1879]",,
46,33,CHC,"[9, 30, 1879]",,
43,37,CIN,"[9, 30, 1879]",,
27,55,CLV,"[9, 30, 1879]",,
14,2,CHC,"[5, 29, 1880]",,
8,10,BSN,"[6, 2, 1880]",,
14,9,WOR,"[6, 12, 1880]",,
22,3,CHC,"[6, 16, 1880]",,
23,3,CHC,"[6, 17, 1880]",,
24,3,CHC,"[6, 19, 1880]",,
5,21,CIN,"[6, 19, 1880]",,
25,3,CHC,"[6, 22, 1880]",,
5,22,CIN,"[6, 22, 1880]",,
26,3,CHC,"[6, 23, 1880]",,
5,23,CIN,"[6, 23, 1880]",,
27,3,CHC,"[6, 24, 1880]",,
11,18,TRO,"[6, 24, 1880]",,
6,23,CIN,"[6, 24, 1880]",,
28,3,CHC,"[6, 26, 1880]",,
29,3,CHC,"[6, 28, 1880]",,
30,3,CHC,"[6, 29, 1880]",,
18,14,CLV,"[6, 29, 1880]",,
11,22,BUF,"[6, 29, 1880]",,
6,24,CIN,"[6, 30, 1880]",,
31,3,CHC,"[7, 2, 1880]",,
6,25,CIN,"[7, 2, 1880]",,
32,3,CHC,"[7, 3, 1880]",,
33,3,CHC,"[7, 5, 1880]",,
12,24,BUF,"[7, 5, 1880]",,
34,3,CHC,"[7, 6, 1880]",,
13,24,BUF,"[7, 6, 1880]",,
35,3,CHC,"[7, 8, 1880]",,
14,24,BUF,"[7, 8, 1880]",,
35,4,CHC,"[7, 10, 1880]",,
14,25,BUF,"[7, 10, 1880]",,
9,27,CIN,"[7, 10, 1880]",,
36,4,CHC,"[7, 13, 1880]",,
18,21,WOR,"[7, 13, 1880]",,
15,25,BUF,"[7, 13, 1880]",,
9,28,CIN,"[7, 13, 1880]",,
36,5,CHC,"[7, 14, 1880]",,
19,21,WOR,"[7, 14, 1880]",,
37,5,CHC,"[7, 16, 1880]",,
10,29,CIN,"[7, 16, 1880]",,
38,5,CHC,"[7, 17, 1880]",,
10,30,CIN,"[7, 17, 1880]",,
38,6,CHC,"[7, 19, 1880]",,
39,6,CHC,"[7, 21, 1880]",,
19,23,TRO,"[7, 21, 1880]",,
10,31,CIN,"[7, 21, 1880]",,
20,25,BSN,"[7, 22, 1880]",,
10,32,CIN,"[7, 22, 1880]",,
40,6,CHC,"[7, 23, 1880]",,
19,24,TRO,"[7, 23, 1880]",,
10,33,CIN,"[7, 23, 1880]",,
40,7,CHC,"[7, 24, 1880]",,
22,25,BSN,"[7, 24, 1880]",,
23,26,BSN,"[7, 29, 1880]",,
17,33,BUF,"[7, 30, 1880]",,
41,9,CHC,"[7, 31, 1880]",,
28,19,CLV,"[7, 31, 1880]",,
23,27,BSN,"[7, 31, 1880]",,
42,9,CHC,"[8, 5, 1880]",,
24,25,WOR,"[8, 5, 1880]",,
23,25,TRO,"[8, 5, 1880]",,
42,10,CHC,"[8, 6, 1880]",,
24,26,WOR,"[8, 6, 1880]",,
19,33,BUF,"[8, 6, 1880]",,
43,10,CHC,"[8, 7, 1880]",,
25,26,WOR,"[8, 7, 1880]",,
19,34,BUF,"[8, 7, 1880]",,
11,39,CIN,"[8, 7, 1880]",,
44,10,CHC,"[8, 10, 1880]",,
25,27,WOR,"[8, 10, 1880]",,
11,40,CIN,"[8, 10, 1880]",,
25,28,WOR,"[8, 11, 1880]",,
44,11,CHC,"[8, 12, 1880]",,
31,23,CLV,"[8, 13, 1880]",,
45,11,CHC,"[8, 14, 1880]",,
32,23,PRO,"[8, 14, 1880]",,
12,41,CIN,"[8, 14, 1880]",,
28,29,WOR,"[8, 16, 1880]",,
46,11,CHC,"[8, 17, 1880]",,
33,23,PRO,"[8, 17, 1880]",,
32,25,CLV,"[8, 17, 1880]",,
29,26,TRO,"[8, 17, 1880]",,
28,30,WOR,"[8, 17, 1880]",,
12,42,CIN,"[8, 17, 1880]",,
47,11,CHC,"[8, 18, 1880]",,
12,43,CIN,"[8, 18, 1880]",,
48,11,CHC,"[8, 19, 1880]",,
12,44,CIN,"[8, 19, 1880]",,
32,26,CLV,"[8, 20, 1880]",,
28,31,WOR,"[8, 20, 1880]",,
21,38,BUF,"[8, 20, 1880]",,
49,11,CHC,"[8, 21, 1880]",,
33,26,CLV,"[8, 21, 1880]",,
29,31,WOR,"[8, 21, 1880]",,
26,34,BSN,"[8, 21, 1880]",,
21,39,BUF,"[8, 21, 1880]",,
50,11,CHC,"[8, 24, 1880]",,
36,24,PRO,"[8, 24, 1880]",,
29,32,WOR,"[8, 24, 1880]",,
27,34,BSN,"[8, 24, 1880]",,
21,40,BUF,"[8, 24, 1880]",,
31,28,TRO,"[8, 25, 1880]",,
51,11,CHC,"[8, 26, 1880]",,
37,24,PRO,"[8, 26, 1880]",,
33,28,CLV,"[8, 26, 1880]",,
32,28,TRO,"[8, 27, 1880]",,
28,34,BSN,"[8, 27, 1880]",,
14,46,CIN,"[8, 27, 1880]",,
38,24,PRO,"[8, 28, 1880]",,
29,34,BSN,"[8, 28, 1880]",,
14,47,CIN,"[8, 28, 1880]",,
51,12,CHC,"[8, 30, 1880]",,
52,12,CHC,"[8, 31, 1880]",,
39,24,PRO,"[8, 31, 1880]",,
29,35,BSN,"[8, 31, 1880]",,
15,47,CIN,"[8, 31, 1880]",,
40,24,PRO,"[9, 1, 1880]",,
31,34,WOR,"[9, 1, 1880]",,
29,36,BSN,"[9, 1, 1880]",,
53,13,CHC,"[9, 2, 1880]",,
41,24,PRO,"[9, 2, 1880]",,
34,30,TRO,"[9, 2, 1880]",,
54,13,CHC,"[9, 4, 1880]",,
42,24,PRO,"[9, 4, 1880]",,
34,31,TRO,"[9, 4, 1880]",,
31,35,WOR,"[9, 4, 1880]",,
31,36,BSN,"[9, 4, 1880]",,
55,13,CHC,"[9, 6, 1880]",,
35,31,TRO,"[9, 6, 1880]",,
31,37,BSN,"[9, 6, 1880]",,
56,13,CHC,"[9, 7, 1880]",,
31,38,BSN,"[9, 7, 1880]",,
57,13,CHC,"[9, 9, 1880]",,
36,32,TRO,"[9, 9, 1880]",,
32,37,WOR,"[9, 9, 1880]",,
31,39,BSN,"[9, 9, 1880]",,
21,49,BUF,"[9, 9, 1880]",,
58,13,CHC,"[9, 10, 1880]",,
58,14,CHC,"[9, 11, 1880]",,
45,25,PRO,"[9, 11, 1880]",,
39,33,CLV,"[9, 11, 1880]",,
37,32,TRO,"[9, 11, 1880]",,
32,38,WOR,"[9, 11, 1880]",,
32,39,BSN,"[9, 11, 1880]",,
22,49,BUF,"[9, 11, 1880]",,
33,39,BSN,"[9, 13, 1880]",,
58,15,CHC,"[9, 14, 1880]",,
40,33,CLV,"[9, 14, 1880]",,
37,33,TRO,"[9, 14, 1880]",,
22,50,BUF,"[9, 14, 1880]",,
18,52,CIN,"[9, 14, 1880]",,
59,15,CHC,"[9, 15, 1880]",,
45,26,PRO,"[9, 15, 1880]",,
40,34,CLV,"[9, 15, 1880]",,
34,39,BSN,"[9, 15, 1880]",,
23,50,BUF,"[9, 15, 1880]",,
18,53,CIN,"[9, 15, 1880]",,
60,15,CHC,"[9, 16, 1880]",,
45,27,PRO,"[9, 16, 1880]",,
41,34,CLV,"[9, 16, 1880]",,
37,34,TRO,"[9, 16, 1880]",,
35,39,BSN,"[9, 16, 1880]",,
23,51,BUF,"[9, 16, 1880]",,
18,54,CIN,"[9, 16, 1880]",,
45,28,PRO,"[9, 17, 1880]",,
37,35,TRO,"[9, 17, 1880]",,
36,39,BSN,"[9, 17, 1880]",,
45,29,PRO,"[9, 18, 1880]",,
42,34,CLV,"[9, 18, 1880]",,
37,39,BSN,"[9, 18, 1880]",,
35,40,WOR,"[9, 18, 1880]",,
23,52,BUF,"[9, 18, 1880]",,
61,15,CHC,"[9, 20, 1880]",,
46,29,PRO,"[9, 20, 1880]",,
39,35,TRO,"[9, 20, 1880]",,
37,40,BSN,"[9, 20, 1880]",,
35,41,WOR,"[9, 20, 1880]",,
18,55,CIN,"[9, 20, 1880]",,
62,15,CHC,"[9, 21, 1880]",,
47,29,PRO,"[9, 21, 1880]",,
43,34,CLV,"[9, 21, 1880]",,
37,41,BSN,"[9, 21, 1880]",,
