Loss,Win,Team,Date,Img_Link
82,49,Detroit Tigers,"9, 22, 1902",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
51,81,Philadelphia Athletics,"9, 23, 1902",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
59,74,Boston Americans,"9, 23, 1902",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BAL-2022.png'
75,58,Washington Senators,"9, 23, 1902",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
83,50,Baltimore Orioles ,"9, 23, 1902",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
51,83,Philadelphia Athletics,"9, 24, 1902",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
60,74,Boston Americans,"9, 24, 1902",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BAL-2022.png'
75,59,Washington Senators,"9, 24, 1902",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
85,50,Baltimore Orioles ,"9, 24, 1902",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1902.png'
58,73,Chicago White Sox,"9, 26, 1902",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
66,68,Cleveland Bronchos,"9, 26, 1902",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
82,51,Detroit Tigers,"9, 26, 1902",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1902.png'
60,76,Boston Americans,"9, 27, 1902",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
67,69,Cleveland Bronchos,"9, 27, 1902",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
75,61,Washington Senators,"9, 27, 1902",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BAL-2022.png'
83,52,Detroit Tigers,"9, 27, 1902",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
87,50,Baltimore Orioles ,"9, 27, 1902",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
58,78,St. Louis Browns,"9, 28, 1902",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/BAL-2022.png'
60,77,Boston Americans,"9, 29, 1902",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
88,50,Baltimore Orioles ,"9, 29, 1902",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
7,6,Boston Americans,"5, 4, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
9,9,Boston Americans,"5, 11, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
6,12,Chicago White Sox,"5, 12, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
9,10,Boston Americans,"5, 12, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
9,6,Clevelands Naps,"5, 12, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
12,6,Washington Senators,"5, 13, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
10,11,Boston Americans,"5, 14, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/NYY-1912.png'
9,8,St. Louis Browns,"5, 14, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
11,9,New York Highlanders,"5, 14, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
12,7,Washington Senators,"5, 14, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
13,7,Washington Senators,"5, 15, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
11,12,Boston Americans,"5, 16, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
8,15,Chicago White Sox,"5, 17, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
9,15,Chicago White Sox,"5, 18, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
12,12,Boston Americans,"5, 18, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
13,13,Boston Americans,"5, 20, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
16,9,Washington Senators,"5, 20, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/NYY-1912.png'
10,16,Chicago White Sox,"5, 22, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
15,11,New York Highlanders,"5, 22, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
13,16,Philadelphia Athletics,"5, 23, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
14,14,Boston Americans,"5, 23, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
18,9,Washington Senators,"5, 23, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
13,12,St. Louis Browns,"5, 24, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
19,10,Washington Senators,"5, 25, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
14,17,Philadelphia Athletics,"5, 26, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
15,17,Philadelphia Athletics,"5, 28, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/NYY-1912.png'
15,14,Clevelands Naps,"5, 29, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
18,15,New York Highlanders,"5, 30, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/NYY-1912.png'
16,20,Philadelphia Athletics,"6, 1, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/NYY-1912.png'
19,15,New York Highlanders,"6, 1, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
21,15,New York Highlanders,"6, 3, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/NYY-1912.png'
26,10,Washington Senators,"6, 3, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
22,15,New York Highlanders,"6, 4, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/NYY-1912.png'
27,10,Washington Senators,"6, 4, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
22,16,New York Highlanders,"6, 5, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/NYY-1912.png'
28,10,Washington Senators,"6, 5, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
23,16,New York Highlanders,"6, 6, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
28,11,Washington Senators,"6, 6, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/NYY-1912.png'
29,11,Washington Senators,"6, 8, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
23,17,New York Highlanders,"6, 9, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
30,11,Washington Senators,"6, 9, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
31,11,Washington Senators,"6, 10, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
18,26,Philadelphia Athletics,"6, 11, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
18,27,Philadelphia Athletics,"6, 12, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
32,11,Washington Senators,"6, 12, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
21,21,Chicago White Sox,"6, 13, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
32,12,Washington Senators,"6, 13, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
25,20,Detroit Tigers,"6, 15, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
32,13,Washington Senators,"6, 15, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
26,20,Detroit Tigers,"6, 16, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
32,14,Washington Senators,"6, 16, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
21,26,Clevelands Naps,"6, 19, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
21,22,St. Louis Browns,"6, 19, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
33,14,Washington Senators,"6, 19, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
34,14,Washington Senators,"6, 20, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
35,14,Washington Senators,"6, 21, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
21,32,Philadelphia Athletics,"6, 23, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
36,14,Washington Senators,"6, 23, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
22,32,Philadelphia Athletics,"6, 24, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
37,14,Washington Senators,"6, 24, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
22,33,Philadelphia Athletics,"6, 25, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
38,14,Washington Senators,"6, 25, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
23,33,Philadelphia Athletics,"6, 26, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
39,14,Washington Senators,"6, 26, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
21,35,Boston Americans,"6, 27, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
24,33,Philadelphia Athletics,"6, 27, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
40,15,Washington Senators,"6, 27, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
24,34,Philadelphia Athletics,"6, 28, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
24,35,Philadelphia Athletics,"6, 29, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
41,15,Washington Senators,"6, 29, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
22,38,Boston Americans,"6, 30, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
25,35,Philadelphia Athletics,"6, 30, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
42,15,Washington Senators,"6, 30, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
25,36,Philadelphia Athletics,"7, 1, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
27,29,Chicago White Sox,"7, 1, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
42,16,Washington Senators,"7, 1, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
26,36,Philadelphia Athletics,"7, 2, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/NYY-1912.png'
27,32,Clevelands Naps,"7, 2, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
28,27,New York Highlanders,"7, 2, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
43,16,Washington Senators,"7, 2, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/NYY-1912.png'
27,37,Philadelphia Athletics,"7, 4, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
28,29,New York Highlanders,"7, 4, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
43,17,Washington Senators,"7, 4, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
23,42,Boston Americans,"7, 6, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
27,38,Philadelphia Athletics,"7, 6, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
30,30,Chicago White Sox,"7, 6, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
45,17,Washington Senators,"7, 6, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
28,38,Philadelphia Athletics,"7, 7, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
30,31,Chicago White Sox,"7, 7, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
45,18,Washington Senators,"7, 7, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
28,39,Philadelphia Athletics,"7, 8, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
31,31,Chicago White Sox,"7, 8, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
46,18,Washington Senators,"7, 8, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
28,40,Philadelphia Athletics,"7, 9, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
32,31,Chicago White Sox,"7, 9, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
46,19,Washington Senators,"7, 9, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
29,40,Philadelphia Athletics,"7, 10, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
32,32,Chicago White Sox,"7, 10, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/NYY-1912.png'
47,19,Washington Senators,"7, 10, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
30,33,New York Highlanders,"7, 11, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
33,32,Chicago White Sox,"7, 11, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
48,19,Washington Senators,"7, 11, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
33,33,Detroit Tigers,"7, 13, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
48,20,Washington Senators,"7, 13, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
26,45,Boston Americans,"7, 14, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
34,33,Detroit Tigers,"7, 14, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
49,20,Washington Senators,"7, 14, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
27,46,Boston Americans,"7, 15, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/NYY-1912.png'
30,43,Philadelphia Athletics,"7, 15, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
32,34,New York Highlanders,"7, 15, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
34,34,Detroit Tigers,"7, 15, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
49,21,Washington Senators,"7, 15, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
31,43,Philadelphia Athletics,"7, 16, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/NYY-1912.png'
34,35,Detroit Tigers,"7, 16, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
33,34,New York Highlanders,"7, 16, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
36,33,Chicago White Sox,"7, 16, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
50,21,Washington Senators,"7, 16, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
31,44,Philadelphia Athletics,"7, 17, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
35,35,Detroit Tigers,"7, 17, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
36,34,Chicago White Sox,"7, 17, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
51,21,Washington Senators,"7, 17, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
27,49,Boston Americans,"7, 18, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
36,35,Detroit Tigers,"7, 18, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
51,23,Washington Senators,"7, 18, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
34,40,Clevelands Naps,"7, 20, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
36,36,Detroit Tigers,"7, 20, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
32,46,Philadelphia Athletics,"7, 21, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/NYY-1912.png'
35,40,Clevelands Naps,"7, 21, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
35,36,New York Highlanders,"7, 21, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
40,34,Chicago White Sox,"7, 21, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
29,50,Boston Americans,"7, 23, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
36,37,Detroit Tigers,"7, 23, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
41,34,Chicago White Sox,"7, 23, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
53,25,Washington Senators,"7, 23, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/NYY-1912.png'
29,51,Boston Americans,"7, 24, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
37,37,New York Highlanders,"7, 24, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
53,26,Washington Senators,"7, 24, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
29,52,Boston Americans,"7, 25, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
34,48,Philadelphia Athletics,"7, 25, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/NYY-1912.png'
37,38,Detroit Tigers,"7, 25, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
38,37,New York Highlanders,"7, 25, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
38,39,Detroit Tigers,"7, 26, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
43,33,St. Louis Browns,"7, 26, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
38,43,Clevelands Naps,"7, 27, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/NYY-1912.png'
38,40,Detroit Tigers,"7, 27, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
39,37,New York Highlanders,"7, 27, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
34,50,Philadelphia Athletics,"7, 28, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
44,34,St. Louis Browns,"7, 28, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
55,27,Washington Senators,"7, 28, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
30,54,Boston Americans,"7, 29, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
38,41,Detroit Tigers,"7, 29, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
31,54,Boston Americans,"7, 30, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
34,52,Philadelphia Athletics,"7, 30, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/NYY-1912.png'
39,41,Detroit Tigers,"7, 30, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
40,39,New York Highlanders,"7, 30, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
44,37,Chicago White Sox,"7, 30, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
57,27,Washington Senators,"7, 30, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
35,52,Philadelphia Athletics,"7, 31, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/NYY-1912.png'
40,41,Detroit Tigers,"7, 31, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
40,40,New York Highlanders,"7, 31, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
32,55,Boston Americans,"8, 1, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
36,52,Philadelphia Athletics,"8, 1, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
41,42,Detroit Tigers,"8, 1, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
45,38,Chicago White Sox,"8, 1, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/CLE-1914.png'
58,28,Washington Senators,"8, 1, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
41,45,Clevelands Naps,"8, 2, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
42,42,Detroit Tigers,"8, 2, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/SLB-1953.png'
45,39,Chicago White Sox,"8, 2, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/BOS-1907.png'
46,38,St. Louis Browns,"8, 2, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/PHA-1954.png'
33,55,Boston Americans,"8, 3, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/NYY-1912.png'
36,53,Philadelphia Athletics,"8, 3, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
41,41,New York Highlanders,"8, 3, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/CHW-2022.png'
43,42,Detroit Tigers,"8, 3, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202207051/tlogo/br/WSH-1960.png'
46,39,Chicago White Sox,"8, 3, 1903",'https://d2p3bygnnzw9w3.cloudfront.net/req/202208192/tlogo/br/DET-2022.png'
